Site,Latitude,Longitude,Barcode,FilterId,SampleDate,FilterType,LotId,AnalysisDate,AnalysisTime,CalibrationSetId,DepositArea_cm2,Volume_m3,Parameter,MassLoading_ug,Concentration,MDL,Uncertainty,FilterComments,DataSource,Concentration_Units,MDL_Units,MassLoading_Units
ETAD,9.0106,38.8207,,ETAD-0019,2022-12-13,PM2.5,,,,ChemSpec_316,,,ChemSpec_Sodium_Ion_PM2.5,,0.15,0.4828359,,SGP,ChemSpec,ug/m3,ug/m3,
ETAD,9.0106,38.8207,,ETAD-0019,2022-12-13,PM2.5,,,,ChemSpec_516,,,ChemSpec_Sodium_PM2.5,,455.75,0.1638,0.0996,SGP,ChemSpec,ng/m3,ng/m3,
ETAD,9.0106,38.8207,,ETAD-0019,2022-12-13,PM2.5,,,,ChemSpec_516,,,ChemSpec_Strontium_PM2.5,,2.33,0.0032,0.002,SGP,ChemSpec,ng/m3,ng/m3,
ETAD,9.0106,38.8207,,ETAD-0019,2022-12-13,PM2.5,,,,ChemSpec_316,,,ChemSpec_Sulfate_Ion_PM2.5,,2.78,0.2256273493333333,,SGP,ChemSpec,ug/m3,ug/m3,
ETAD,9.0106,38.8207,,ETAD-0019,2022-12-13,PM2.5,,,,ChemSpec_516,,,ChemSpec_Sulfur_PM2.5,,1170.76,0.0131,0.008,SGP,ChemSpec,ng/m3,ng/m3,
ETAD,9.0106,38.8207,,ETAD-0019,2022-12-13,PM2.5,,,,ChemSpec_516,,,ChemSpec_Tin_PM2.5,,-5.36,0.0297,0.0181,SGP,ChemSpec,ng/m3,ng/m3,
ETAD,9.0106,38.8207,,ETAD-0019,2022-12-13,PM2.5,,,,ChemSpec_516,,,ChemSpec_Titanium_PM2.5,,27.29,0.0032,0.002,SGP,ChemSpec,ng/m3,ng/m3,
ETAD,9.0106,38.8207,,ETAD-0019,2022-12-13,PM2.5,,,,ChemSpec_516,,,ChemSpec_Vanadium_PM2.5,,1.29,0.0004,0.0002,SGP,ChemSpec,ng/m3,ng/m3,
ETAD,9.0106,38.8207,,ETAD-0019,2022-12-13,PM2.5,,,,ChemSpec_516,,,ChemSpec_Zinc_PM2.5,,6.9,0.01,0.0061,SGP,ChemSpec,ng/m3,ng/m3,
ETAD,9.0106,38.8207,E52888,ETAD-0019-3,2022-12-13,PM2.5,248.0,2023-03-27,08:30:38,17,3.53,7.1136,EC_ftir,21.6828507730357,3.04808406053696,0.464676223281463,,,FTIR,ug/m3,ug/m3,ug
ETAD,9.0106,38.8207,E52888,ETAD-0019-3,2022-12-13,PM2.5,248.0,2023-03-17,15:35:20,HIPS,3.53,7.1136,HIPS_Fabs,,47.95737414,,,,HIPS,Mm-1,,
ETAD,9.0106,38.8207,E52888,ETAD-0019-3,2022-12-13,PM2.5,248.0,2023-03-17,15:35:20,HIPS,3.53,7.1136,HIPS_Intercept,,2262.0,,,,HIPS,dimensionless,,
ETAD,9.0106,38.8207,E52888,ETAD-0019-3,2022-12-13,PM2.5,248.0,2023-03-17,15:35:20,HIPS,3.53,7.1136,HIPS_MDL,,1.58794422,1.58794422,,,HIPS,Mm-1,Mm-1,
ETAD,9.0106,38.8207,E52888,ETAD-0019-3,2022-12-13,PM2.5,248.0,2023-03-17,15:35:20,HIPS,3.53,7.1136,HIPS_R1,,232.0,,,,HIPS,K,,
ETAD,9.0106,38.8207,E52888,ETAD-0019-3,2022-12-13,PM2.5,248.0,2023-03-17,15:35:20,HIPS,3.53,7.1136,HIPS_Slope,,-5.32,,,,HIPS,dimensionless,,
ETAD,9.0106,38.8207,E52888,ETAD-0019-3,2022-12-13,PM2.5,248.0,2023-03-17,15:35:20,HIPS,3.53,7.1136,HIPS_T1,,391.0,,,,HIPS,K,,
ETAD,9.0106,38.8207,E52888,ETAD-0019-3,2022-12-13,PM2.5,248.0,2023-03-17,15:35:20,HIPS,3.53,7.1136,HIPS_Uncertainty,,2.960121399,,2.960121399,,HIPS,Mm-1,,
ETAD,9.0106,38.8207,E52888,ETAD-0019-3,2022-12-13,PM2.5,248.0,2023-03-17,15:35:20,HIPS,3.53,7.1136,HIPS_r,,0.545641026,,,,HIPS,dimensionless,,
ETAD,9.0106,38.8207,E52888,ETAD-0019-3,2022-12-13,PM2.5,248.0,2023-03-17,15:35:20,HIPS,3.53,7.1136,HIPS_t,,0.17285588,,,,HIPS,dimensionless,,
ETAD,9.0106,38.8207,E52888,ETAD-0019-3,2022-12-13,PM2.5,248.0,2023-03-17,15:35:20,HIPS,3.53,7.1136,HIPS_tau,,0.966429396,,,,HIPS,dimensionless,,
ETAD,9.0106,38.8207,E52888,ETAD-0019-3,2022-12-13,PM2.5,248.0,2023-03-27,08:30:38,18,3.53,7.1136,OC_ftir,32.4781320354595,4.56563934371619,0.847293749990233,,,FTIR,ug/m3,ug/m3,ug
ETAD,9.0106,38.8207,E52888,ETAD-0019-3,2022-12-13,PM2.5,248.0,2023-03-27,08:30:38,PF,3.53,7.1136,OM,33.6826698440853,4.73496820795171,,,,FTIR,ug/m3,ug/m3,ug
ETAD,9.0106,38.8207,E52888,ETAD-0019-3,2022-12-13,PM2.5,248.0,2023-03-27,08:30:38,PF,3.53,7.1136,alcoholCOH,13.6250853417082,1.91535725113981,,,,FTIR,ug/m3,ug/m3,ug
ETAD,9.0106,38.8207,E52888,ETAD-0019-3,2022-12-13,PM2.5,248.0,2023-03-27,08:30:38,PF,3.53,7.1136,alkaneCH,12.9791370513557,1.82455255445283,,,,FTIR,ug/m3,ug/m3,ug
ETAD,9.0106,38.8207,E52888,ETAD-0019-3,2022-12-13,PM2.5,248.0,2023-03-27,08:30:38,PF,3.53,7.1136,carboxylicCOOH,5.07957271741125,0.714064990639234,,,,FTIR,ug/m3,ug/m3,ug
ETAD,9.0106,38.8207,E52888,ETAD-0019-3,2022-12-13,PM2.5,248.0,2023-03-27,08:30:38,PF,3.53,7.1136,naCO,1.99887473361022,0.280993411719835,,,,FTIR,ug/m3,ug/m3,ug
ETAD,9.0106,38.8207,,ETAD-0020,2022-12-16,PM2.5,,,,ChemSpec_516,,,ChemSpec_Aluminum_PM2.5,,394.46,0.019,0.0115,SGP,ChemSpec,ng/m3,ng/m3,
ETAD,9.0106,38.8207,,ETAD-0020,2022-12-16,PM2.5,,,,ChemSpec_316,,,ChemSpec_Ammonium_Ion_PM2.5,,1.12,0.3186,,SGP,ChemSpec,ug/m3,ug/m3,
ETAD,9.0106,38.8207,,ETAD-0020,2022-12-16,PM2.5,,,,ChemSpec_516,,,ChemSpec_Antimony_PM2.5,,0.94,0.0265,0.0161,SGP,ChemSpec,ng/m3,ng/m3,
ETAD,9.0106,38.8207,,ETAD-0020,2022-12-16,PM2.5,,,,ChemSpec_516,,,ChemSpec_Arsenic_PM2.5,,0.74,0.0016,0.001,SGP,ChemSpec,ng/m3,ng/m3,
ETAD,9.0106,38.8207,,ETAD-0020,2022-12-16,PM2.5,,,,ChemSpec_221,,,ChemSpec_BC_PM2.5,,4.72,,,SGP,ChemSpec,ug/m3,ug/m3,
ETAD,9.0106,38.8207,,ETAD-0020,2022-12-16,PM2.5,,,,ChemSpec_516,,,ChemSpec_Cadmium_PM2.5,,-0.6,0.0092,0.0056,SGP,ChemSpec,ng/m3,ng/m3,
ETAD,9.0106,38.8207,,ETAD-0020,2022-12-16,PM2.5,,,,ChemSpec_316,,,ChemSpec_Calcium_Ion_PM2.5,,0.45,1.8345081827999996,,SGP,ChemSpec,ug/m3,ug/m3,
ETAD,9.0106,38.8207,,ETAD-0020,2022-12-16,PM2.5,,,,ChemSpec_516,,,ChemSpec_Calcium_PM2.5,,465.48,0.0321,0.0195,SGP,ChemSpec,ng/m3,ng/m3,
ETAD,9.0106,38.8207,,ETAD-0020,2022-12-16,PM2.5,,,,ChemSpec_516,,,ChemSpec_Cerium_PM2.5,,2.08,0.0011,0.0007,SGP,ChemSpec,ng/m3,ng/m3,
ETAD,9.0106,38.8207,,ETAD-0020,2022-12-16,PM2.5,,,,ChemSpec_516,,,ChemSpec_Chlorine_PM2.5,,30.86,0.075,0.0456,SGP,ChemSpec,ng/m3,ng/m3,
ETAD,9.0106,38.8207,,ETAD-0020,2022-12-16,PM2.5,,,,ChemSpec_516,,,ChemSpec_Chromium_PM2.5,,0.69,0.0037,0.0023,SGP,ChemSpec,ng/m3,ng/m3,
ETAD,9.0106,38.8207,,ETAD-0020,2022-12-16,PM2.5,,,,ChemSpec_516,,,ChemSpec_Cobalt_PM2.5,,0.25,0.0007,0.0004,SGP,ChemSpec,ng/m3,ng/m3,
ETAD,9.0106,38.8207,,ETAD-0020,2022-12-16,PM2.5,,,,ChemSpec_516,,,ChemSpec_Copper_PM2.5,,1.24,0.0247,0.015,SGP,ChemSpec,ng/m3,ng/m3,
ETAD,9.0106,38.8207,,ETAD-0020,2022-12-16,PM2.5,,,,ChemSpec_218,,,ChemSpec_EC_PM2.5,,3.04,0.0685971324149564,,SGP,ChemSpec,ug/m3,ug/m3,
ETAD,9.0106,38.8207,,ETAD-0020,2022-12-16,PM2.5,,,,ChemSpec_218,,,ChemSpec_EC_PM2.5,,0.07,0.0685971324149564,,SGP,ChemSpec,ug/m3,ug/m3,
ETAD,9.0106,38.8207,,ETAD-0020,2022-12-16,PM2.5,,,,ChemSpec_116,,,ChemSpec_Filter_PM2.5_mass,,20.21,,,SGP,ChemSpec,ug/m3,ug/m3,
ETAD,9.0106,38.8207,,ETAD-0020,2022-12-16,PM2.5,,,,ChemSpec_516,,,ChemSpec_Iron_PM2.5,,284.86,0.016,0.0098,SGP,ChemSpec,ng/m3,ng/m3,
ETAD,9.0106,38.8207,,ETAD-0020,2022-12-16,PM2.5,,,,ChemSpec_516,,,ChemSpec_Lead_PM2.5,,2.53,0.0029,0.0018,SGP,ChemSpec,ng/m3,ng/m3,
ETAD,9.0106,38.8207,,ETAD-0020,2022-12-16,PM2.5,,,,ChemSpec_316,,,ChemSpec_Magnesium_Ion_PM2.5,,0.05,0.0611730133333333,,SGP,ChemSpec,ng/m3,ng/m3,
ETAD,9.0106,38.8207,,ETAD-0020,2022-12-16,PM2.5,,,,ChemSpec_516,,,ChemSpec_Magnesium_PM2.5,,203.44,0.1634,0.0993,SGP,ChemSpec,ng/m3,ng/m3,
ETAD,9.0106,38.8207,,ETAD-0020,2022-12-16,PM2.5,,,,ChemSpec_516,,,ChemSpec_Manganese_PM2.5,,7.59,0.0074,0.0045,SGP,ChemSpec,ng/m3,ng/m3,
ETAD,9.0106,38.8207,,ETAD-0020,2022-12-16,PM2.5,,,,ChemSpec_516,,,ChemSpec_Nickel_PM2.5,,0.1,0.0068,0.0042,SGP,ChemSpec,ng/m3,ng/m3,
ETAD,9.0106,38.8207,,ETAD-0020,2022-12-16,PM2.5,,,,ChemSpec_316,,,ChemSpec_Nitrate_Ion_PM2.5,,0.28,1.201635928,,SGP,ChemSpec,ug/m3,ug/m3,
ETAD,9.0106,38.8207,,ETAD-0020,2022-12-16,PM2.5,,,,ChemSpec_316,,,ChemSpec_Nitrite_Ion_PM2.5,,0.04,0.3049276266666667,,SGP,ChemSpec,ug/m3,ug/m3,
ETAD,9.0106,38.8207,,ETAD-0020,2022-12-16,PM2.5,,,,ChemSpec_218,,,ChemSpec_OC_PM2.5,,4.47,0.1149845375316277,,SGP,ChemSpec,ug/m3,ug/m3,
ETAD,9.0106,38.8207,,ETAD-0020,2022-12-16,PM2.5,,,,ChemSpec_218,,,ChemSpec_OC_PM2.5,,0.11,0.1149845375316277,,SGP,ChemSpec,ug/m3,ug/m3,
ETAD,9.0106,38.8207,,ETAD-0020,2022-12-16,PM2.5,,,,ChemSpec_218,,,ChemSpec_OM_PM2.5,,5.31,,,SGP,ChemSpec,ug/m3,ug/m3,
ETAD,9.0106,38.8207,,ETAD-0020,2022-12-16,PM2.5,,,,ChemSpec_316,,,ChemSpec_Potassium_Ion_PM2.5,,0.3,0.30047124,,SGP,ChemSpec,ug/m3,ug/m3,
ETAD,9.0106,38.8207,,ETAD-0020,2022-12-16,PM2.5,,,,ChemSpec_516,,,ChemSpec_Potassium_PM2.5,,329.92,0.0424,0.0258,SGP,ChemSpec,ng/m3,ng/m3,
ETAD,9.0106,38.8207,,ETAD-0020,2022-12-16,PM2.5,,,,ChemSpec_516,,,ChemSpec_Rubidium_PM2.5,,1.29,0.002,0.0012,SGP,ChemSpec,ng/m3,ng/m3,
ETAD,9.0106,38.8207,,ETAD-0020,2022-12-16,PM2.5,,,,ChemSpec_516,,,ChemSpec_Selenium_PM2.5,,0.45,0.0005,0.0003,SGP,ChemSpec,ng/m3,ng/m3,
ETAD,9.0106,38.8207,,ETAD-0020,2022-12-16,PM2.5,,,,ChemSpec_516,,,ChemSpec_Silicon_PM2.5,,1372.16,0.0536,0.0326,SGP,ChemSpec,ng/m3,ng/m3,
ETAD,9.0106,38.8207,,ETAD-0020,2022-12-16,PM2.5,,,,ChemSpec_316,,,ChemSpec_Sodium_Ion_PM2.5,,0.17,0.4828359,,SGP,ChemSpec,ug/m3,ug/m3,
ETAD,9.0106,38.8207,,ETAD-0020,2022-12-16,PM2.5,,,,ChemSpec_516,,,ChemSpec_Sodium_PM2.5,,533.65,0.1638,0.0996,SGP,ChemSpec,ng/m3,ng/m3,
ETAD,9.0106,38.8207,,ETAD-0020,2022-12-16,PM2.5,,,,ChemSpec_516,,,ChemSpec_Strontium_PM2.5,,3.37,0.0032,0.002,SGP,ChemSpec,ng/m3,ng/m3,
ETAD,9.0106,38.8207,,ETAD-0020,2022-12-16,PM2.5,,,,ChemSpec_316,,,ChemSpec_Sulfate_Ion_PM2.5,,3.91,0.2256273493333333,,SGP,ChemSpec,ug/m3,ug/m3,
ETAD,9.0106,38.8207,,ETAD-0020,2022-12-16,PM2.5,,,,ChemSpec_516,,,ChemSpec_Sulfur_PM2.5,,1607.11,0.0131,0.008,SGP,ChemSpec,ng/m3,ng/m3,
ETAD,9.0106,38.8207,,ETAD-0020,2022-12-16,PM2.5,,,,ChemSpec_516,,,ChemSpec_Tin_PM2.5,,-1.98,0.0297,0.0181,SGP,ChemSpec,ng/m3,ng/m3,
ETAD,9.0106,38.8207,,ETAD-0020,2022-12-16,PM2.5,,,,ChemSpec_516,,,ChemSpec_Titanium_PM2.5,,27.94,0.0032,0.002,SGP,ChemSpec,ng/m3,ng/m3,
ETAD,9.0106,38.8207,,ETAD-0020,2022-12-16,PM2.5,,,,ChemSpec_516,,,ChemSpec_Vanadium_PM2.5,,1.64,0.0004,0.0002,SGP,ChemSpec,ng/m3,ng/m3,
ETAD,9.0106,38.8207,,ETAD-0020,2022-12-16,PM2.5,,,,ChemSpec_516,,,ChemSpec_Zinc_PM2.5,,8.44,0.01,0.0061,SGP,ChemSpec,ng/m3,ng/m3,
ETAD,9.0106,38.8207,E52887,ETAD-0020-4,2022-12-16,PM2.5,248.0,2023-03-27,08:43:13,17,3.53,7.1136,EC_ftir,21.660512618257,3.04494385659258,0.464676223281463,,,FTIR,ug/m3,ug/m3,ug
ETAD,9.0106,38.8207,E52887,ETAD-0020-4,2022-12-16,PM2.5,248.0,2023-03-17,15:35:28,HIPS,3.53,7.1136,HIPS_Fabs,,47.20851443,,,,HIPS,Mm-1,,
ETAD,9.0106,38.8207,E52887,ETAD-0020-4,2022-12-16,PM2.5,248.0,2023-03-17,15:35:28,HIPS,3.53,7.1136,HIPS_Intercept,,2262.0,,,,HIPS,dimensionless,,
ETAD,9.0106,38.8207,E52887,ETAD-0020-4,2022-12-16,PM2.5,248.0,2023-03-17,15:35:28,HIPS,3.53,7.1136,HIPS_MDL,,1.58794422,1.58794422,,,HIPS,Mm-1,Mm-1,
ETAD,9.0106,38.8207,E52887,ETAD-0020-4,2022-12-16,PM2.5,248.0,2023-03-17,15:35:28,HIPS,3.53,7.1136,HIPS_R1,,231.0,,,,HIPS,K,,
ETAD,9.0106,38.8207,E52887,ETAD-0020-4,2022-12-16,PM2.5,248.0,2023-03-17,15:35:28,HIPS,3.53,7.1136,HIPS_Slope,,-5.32,,,,HIPS,dimensionless,,
ETAD,9.0106,38.8207,E52887,ETAD-0020-4,2022-12-16,PM2.5,248.0,2023-03-17,15:35:28,HIPS,3.53,7.1136,HIPS_T1,,399.0,,,,HIPS,K,,
ETAD,9.0106,38.8207,E52887,ETAD-0020-4,2022-12-16,PM2.5,248.0,2023-03-17,15:35:28,HIPS,3.53,7.1136,HIPS_Uncertainty,,2.916463862,,2.916463862,,HIPS,Mm-1,,
ETAD,9.0106,38.8207,E52887,ETAD-0020-4,2022-12-16,PM2.5,248.0,2023-03-17,15:35:28,HIPS,3.53,7.1136,HIPS_r,,0.543289125,,,,HIPS,dimensionless,,
ETAD,9.0106,38.8207,E52887,ETAD-0020-4,2022-12-16,PM2.5,248.0,2023-03-17,15:35:28,HIPS,3.53,7.1136,HIPS_t,,0.176392573,,,,HIPS,dimensionless,,
ETAD,9.0106,38.8207,E52887,ETAD-0020-4,2022-12-16,PM2.5,248.0,2023-03-17,15:35:28,HIPS,3.53,7.1136,HIPS_tau,,0.951338494,,,,HIPS,dimensionless,,
ETAD,9.0106,38.8207,E52887,ETAD-0020-4,2022-12-16,PM2.5,248.0,2023-03-27,08:43:13,18,3.53,7.1136,OC_ftir,31.7729996313896,4.46651479298662,0.847293749990233,,,FTIR,ug/m3,ug/m3,ug
ETAD,9.0106,38.8207,E52887,ETAD-0020-4,2022-12-16,PM2.5,248.0,2023-03-27,08:43:13,PF,3.53,7.1136,OM,37.2924186869333,5.24241153381317,,,,FTIR,ug/m3,ug/m3,ug
ETAD,9.0106,38.8207,E52887,ETAD-0020-4,2022-12-16,PM2.5,248.0,2023-03-27,08:43:13,PF,3.53,7.1136,alcoholCOH,15.344482602829,2.15706289400993,,,,FTIR,ug/m3,ug/m3,ug
ETAD,9.0106,38.8207,E52887,ETAD-0020-4,2022-12-16,PM2.5,248.0,2023-03-27,08:43:13,PF,3.53,7.1136,alkaneCH,13.7483633772399,1.93268715941856,,,,FTIR,ug/m3,ug/m3,ug
ETAD,9.0106,38.8207,E52887,ETAD-0020-4,2022-12-16,PM2.5,248.0,2023-03-27,08:43:13,PF,3.53,7.1136,carboxylicCOOH,6.08356059369491,0.855201388002546,,,,FTIR,ug/m3,ug/m3,ug
ETAD,9.0106,38.8207,E52887,ETAD-0020-4,2022-12-16,PM2.5,248.0,2023-03-27,08:43:13,PF,3.53,7.1136,naCO,2.11601211316953,0.297460092382131,,,,FTIR,ug/m3,ug/m3,ug
ETAD,9.0106,38.8207,,ETAD-0021,2022-12-19,PM2.5,,,,ChemSpec_516,,,ChemSpec_Aluminum_PM2.5,,403.76,0.019,0.0115,SGP,ChemSpec,ng/m3,ng/m3,
ETAD,9.0106,38.8207,,ETAD-0021,2022-12-19,PM2.5,,,,ChemSpec_316,,,ChemSpec_Ammonium_Ion_PM2.5,,1.0,0.3186,,SGP,ChemSpec,ug/m3,ug/m3,
ETAD,9.0106,38.8207,,ETAD-0021,2022-12-19,PM2.5,,,,ChemSpec_516,,,ChemSpec_Antimony_PM2.5,,4.07,0.0265,0.0161,SGP,ChemSpec,ng/m3,ng/m3,
ETAD,9.0106,38.8207,,ETAD-0021,2022-12-19,PM2.5,,,,ChemSpec_516,,,ChemSpec_Arsenic_PM2.5,,1.19,0.0016,0.001,SGP,ChemSpec,ng/m3,ng/m3,
ETAD,9.0106,38.8207,,ETAD-0021,2022-12-19,PM2.5,,,,ChemSpec_221,,,ChemSpec_BC_PM2.5,,6.03,,,SGP,ChemSpec,ug/m3,ug/m3,
ETAD,9.0106,38.8207,,ETAD-0021,2022-12-19,PM2.5,,,,ChemSpec_516,,,ChemSpec_Cadmium_PM2.5,,1.49,0.0092,0.0056,SGP,ChemSpec,ng/m3,ng/m3,
ETAD,9.0106,38.8207,,ETAD-0021,2022-12-19,PM2.5,,,,ChemSpec_316,,,ChemSpec_Calcium_Ion_PM2.5,,0.37,1.8345081827999996,,SGP,ChemSpec,ug/m3,ug/m3,
ETAD,9.0106,38.8207,,ETAD-0021,2022-12-19,PM2.5,,,,ChemSpec_516,,,ChemSpec_Calcium_PM2.5,,425.58,0.0321,0.0195,SGP,ChemSpec,ng/m3,ng/m3,
ETAD,9.0106,38.8207,,ETAD-0021,2022-12-19,PM2.5,,,,ChemSpec_516,,,ChemSpec_Cerium_PM2.5,,1.98,0.0011,0.0007,SGP,ChemSpec,ng/m3,ng/m3,
ETAD,9.0106,38.8207,,ETAD-0021,2022-12-19,PM2.5,,,,ChemSpec_516,,,ChemSpec_Chlorine_PM2.5,,55.57,0.075,0.0456,SGP,ChemSpec,ng/m3,ng/m3,
ETAD,9.0106,38.8207,,ETAD-0021,2022-12-19,PM2.5,,,,ChemSpec_516,,,ChemSpec_Chromium_PM2.5,,0.55,0.0037,0.0023,SGP,ChemSpec,ng/m3,ng/m3,
ETAD,9.0106,38.8207,,ETAD-0021,2022-12-19,PM2.5,,,,ChemSpec_516,,,ChemSpec_Cobalt_PM2.5,,0.45,0.0007,0.0004,SGP,ChemSpec,ng/m3,ng/m3,
ETAD,9.0106,38.8207,,ETAD-0021,2022-12-19,PM2.5,,,,ChemSpec_516,,,ChemSpec_Copper_PM2.5,,-3.18,0.0247,0.015,SGP,ChemSpec,ng/m3,ng/m3,
ETAD,9.0106,38.8207,,ETAD-0021,2022-12-19,PM2.5,,,,ChemSpec_218,,,ChemSpec_EC_PM2.5,,4.44,0.0685971324149564,,SGP,ChemSpec,ug/m3,ug/m3,
ETAD,9.0106,38.8207,,ETAD-0021,2022-12-19,PM2.5,,,,ChemSpec_218,,,ChemSpec_EC_PM2.5,,0.07,0.0685971324149564,,SGP,ChemSpec,ug/m3,ug/m3,
ETAD,9.0106,38.8207,,ETAD-0021,2022-12-19,PM2.5,,,,ChemSpec_116,,,ChemSpec_Filter_PM2.5_mass,,24.36,,,SGP,ChemSpec,ug/m3,ug/m3,
ETAD,9.0106,38.8207,,ETAD-0021,2022-12-19,PM2.5,,,,ChemSpec_516,,,ChemSpec_Iron_PM2.5,,336.57,0.016,0.0098,SGP,ChemSpec,ng/m3,ng/m3,
ETAD,9.0106,38.8207,,ETAD-0021,2022-12-19,PM2.5,,,,ChemSpec_516,,,ChemSpec_Lead_PM2.5,,2.43,0.0029,0.0018,SGP,ChemSpec,ng/m3,ng/m3,
ETAD,9.0106,38.8207,,ETAD-0021,2022-12-19,PM2.5,,,,ChemSpec_316,,,ChemSpec_Magnesium_Ion_PM2.5,,0.04,0.0611730133333333,,SGP,ChemSpec,ng/m3,ng/m3,
ETAD,9.0106,38.8207,,ETAD-0021,2022-12-19,PM2.5,,,,ChemSpec_516,,,ChemSpec_Magnesium_PM2.5,,318.75,0.1634,0.0993,SGP,ChemSpec,ng/m3,ng/m3,
ETAD,9.0106,38.8207,,ETAD-0021,2022-12-19,PM2.5,,,,ChemSpec_516,,,ChemSpec_Manganese_PM2.5,,9.13,0.0074,0.0045,SGP,ChemSpec,ng/m3,ng/m3,
ETAD,9.0106,38.8207,,ETAD-0021,2022-12-19,PM2.5,,,,ChemSpec_516,,,ChemSpec_Nickel_PM2.5,,-0.4,0.0068,0.0042,SGP,ChemSpec,ng/m3,ng/m3,
ETAD,9.0106,38.8207,,ETAD-0021,2022-12-19,PM2.5,,,,ChemSpec_316,,,ChemSpec_Nitrate_Ion_PM2.5,,0.28,1.201635928,,SGP,ChemSpec,ug/m3,ug/m3,
ETAD,9.0106,38.8207,,ETAD-0021,2022-12-19,PM2.5,,,,ChemSpec_316,,,ChemSpec_Nitrite_Ion_PM2.5,,0.05,0.3049276266666667,,SGP,ChemSpec,ug/m3,ug/m3,
ETAD,9.0106,38.8207,,ETAD-0021,2022-12-19,PM2.5,,,,ChemSpec_218,,,ChemSpec_OC_PM2.5,,6.38,0.1149845375316277,,SGP,ChemSpec,ug/m3,ug/m3,
ETAD,9.0106,38.8207,,ETAD-0021,2022-12-19,PM2.5,,,,ChemSpec_218,,,ChemSpec_OC_PM2.5,,0.11,0.1149845375316277,,SGP,ChemSpec,ug/m3,ug/m3,
ETAD,9.0106,38.8207,,ETAD-0021,2022-12-19,PM2.5,,,,ChemSpec_218,,,ChemSpec_OM_PM2.5,,5.93,,,SGP,ChemSpec,ug/m3,ug/m3,
ETAD,9.0106,38.8207,,ETAD-0021,2022-12-19,PM2.5,,,,ChemSpec_316,,,ChemSpec_Potassium_Ion_PM2.5,,0.32,0.30047124,,SGP,ChemSpec,ug/m3,ug/m3,
ETAD,9.0106,38.8207,,ETAD-0021,2022-12-19,PM2.5,,,,ChemSpec_516,,,ChemSpec_Potassium_PM2.5,,365.59,0.0424,0.0258,SGP,ChemSpec,ng/m3,ng/m3,
ETAD,9.0106,38.8207,,ETAD-0021,2022-12-19,PM2.5,,,,ChemSpec_516,,,ChemSpec_Rubidium_PM2.5,,1.64,0.002,0.0012,SGP,ChemSpec,ng/m3,ng/m3,
ETAD,9.0106,38.8207,,ETAD-0021,2022-12-19,PM2.5,,,,ChemSpec_516,,,ChemSpec_Selenium_PM2.5,,0.99,0.0005,0.0003,SGP,ChemSpec,ng/m3,ng/m3,
ETAD,9.0106,38.8207,,ETAD-0021,2022-12-19,PM2.5,,,,ChemSpec_516,,,ChemSpec_Silicon_PM2.5,,1378.0,0.0536,0.0326,SGP,ChemSpec,ng/m3,ng/m3,
ETAD,9.0106,38.8207,,ETAD-0021,2022-12-19,PM2.5,,,,ChemSpec_316,,,ChemSpec_Sodium_Ion_PM2.5,,0.13,0.4828359,,SGP,ChemSpec,ug/m3,ug/m3,
ETAD,9.0106,38.8207,,ETAD-0021,2022-12-19,PM2.5,,,,ChemSpec_516,,,ChemSpec_Sodium_PM2.5,,552.21,0.1638,0.0996,SGP,ChemSpec,ng/m3,ng/m3,
ETAD,9.0106,38.8207,,ETAD-0021,2022-12-19,PM2.5,,,,ChemSpec_516,,,ChemSpec_Strontium_PM2.5,,2.38,0.0032,0.002,SGP,ChemSpec,ng/m3,ng/m3,
ETAD,9.0106,38.8207,,ETAD-0021,2022-12-19,PM2.5,,,,ChemSpec_316,,,ChemSpec_Sulfate_Ion_PM2.5,,3.23,0.2256273493333333,,SGP,ChemSpec,ug/m3,ug/m3,
ETAD,9.0106,38.8207,,ETAD-0021,2022-12-19,PM2.5,,,,ChemSpec_516,,,ChemSpec_Sulfur_PM2.5,,1333.76,0.0131,0.008,SGP,ChemSpec,ng/m3,ng/m3,
ETAD,9.0106,38.8207,,ETAD-0021,2022-12-19,PM2.5,,,,ChemSpec_516,,,ChemSpec_Tin_PM2.5,,-1.98,0.0297,0.0181,SGP,ChemSpec,ng/m3,ng/m3,
ETAD,9.0106,38.8207,,ETAD-0021,2022-12-19,PM2.5,,,,ChemSpec_516,,,ChemSpec_Titanium_PM2.5,,31.26,0.0032,0.002,SGP,ChemSpec,ng/m3,ng/m3,
ETAD,9.0106,38.8207,,ETAD-0021,2022-12-19,PM2.5,,,,ChemSpec_516,,,ChemSpec_Vanadium_PM2.5,,1.69,0.0004,0.0002,SGP,ChemSpec,ng/m3,ng/m3,
ETAD,9.0106,38.8207,,ETAD-0021,2022-12-19,PM2.5,,,,ChemSpec_516,,,ChemSpec_Zinc_PM2.5,,8.48,0.01,0.0061,SGP,ChemSpec,ng/m3,ng/m3,
ETAD,9.0106,38.8207,E52889,ETAD-0021-5,2022-12-19,PM2.5,248.0,2023-03-27,08:48:02,17,3.53,7.1136,EC_ftir,31.6161570324542,4.44446651940708,0.464676223281463,,,FTIR,ug/m3,ug/m3,ug
ETAD,9.0106,38.8207,E52889,ETAD-0021-5,2022-12-19,PM2.5,248.0,2023-03-17,15:35:36,HIPS,3.53,7.1136,HIPS_Fabs,,60.30131174,,,,HIPS,Mm-1,,
