site,population,scheme,block,metadata_field,reported_value,n,ec_min,ec_max,mdl_min,mdl_max,ols_mean_signed_error,ols_mae,ols_rmse,median_mean_signed_error,median_mae,median_rmse,mae_improvement,mae_improvement_pct
Addis_Ababa,mdl_5x,leave_quarter_out,2023Q1,ftir_CalibrationSetId,17,21,2.31740999208569,5.1807562461787,0.449217327399301,0.481741981744056,-2.560708981575759,4.524639371495731,5.658947755208536,3.6316510680952336,5.815632967142855,7.087124170651939,1.290993595647124,22.19867730547948
Addis_Ababa,mdl_5x,leave_quarter_out,2023Q1,ftir_CalibrationSetId,11,1,6.63401511944448,6.63401511944448,0.409759055442694,0.409759055442694,-7.690252670114944,7.690252670114944,7.690252670114944,-14.703574920000001,14.703574920000001,14.703574920000001,7.013322249885057,47.69807538672409
Addis_Ababa,mdl_5x,leave_quarter_out,2023Q2,ftir_CalibrationSetId,11,27,2.7330819375566,9.84021969992934,0.409759055442694,0.419307645387154,-0.677909439551716,2.9051781769950957,3.940017644594653,-5.71026979462963,9.204405820925924,11.658816738874707,6.299227643930829,68.4370916111688
Addis_Ababa,mdl_5x,leave_quarter_out,2023Q3,ftir_CalibrationSetId,11,28,3.43937872823145,10.5333537907337,0.404947794517731,0.431100672913667,1.6130353323914046,3.403292606626015,4.366502159046466,-7.862790611071433,9.955975066785713,12.211518048453636,6.552682460159698,65.81658166280675
Addis_Ababa,mdl_5x,leave_quarter_out,2023Q4,ftir_CalibrationSetId,11,26,2.23594182575397,4.14642906938964,0.404947794517731,0.419307645387154,0.26873472633411283,2.5363926431993185,3.2377258111859866,7.444625358461542,7.593742980000003,8.707081106077341,5.057350336800685,66.59891373885665
Addis_Ababa,mdl_5x,leave_quarter_out,2024Q1,ftir_CalibrationSetId,11,31,2.42463370413565,6.96258987683994,0.404947794517731,0.431325321518625,2.4061406611778424,4.056150431589366,5.441844366764762,5.623946913064513,7.832548030806448,9.499450107738697,3.7763975992170824,48.21416459067995
Addis_Ababa,mdl_5x,leave_quarter_out,2024Q2,ftir_CalibrationSetId,11,23,2.93608135081302,11.7351130556244,0.404947794517731,0.424033448767542,-1.0175225694485193,4.268114694982055,5.309188298124851,-8.49796015652174,10.536021846956523,12.731971771242675,6.267907151974468,59.49026343168641
Addis_Ababa,mdl_5x,leave_quarter_out,2024Q3,ftir_CalibrationSetId,11,19,3.43072578969257,11.136414801705,0.404947794517731,1.43700224304556,1.8412190692867303,5.657134552477362,7.853334716595631,-9.959031398421052,11.833631153157894,15.507485819824256,6.176496600680532,52.19443229842674
Addis_Ababa,mdl_5x,later_period,2023Q2,ftir_CalibrationSetId,11,27,2.7330819375566,9.84021969992934,0.409759055442694,0.419307645387154,5.100530939957382,5.434622572263311,6.710598460918023,-7.37513679962963,9.70004820111111,12.558402344106383,4.2654256288478,43.973241579966675
Addis_Ababa,mdl_5x,later_period,2023Q3,ftir_CalibrationSetId,11,28,3.43937872823145,10.5333537907337,0.404947794517731,0.431100672913667,2.8663895713716236,3.9592638051793605,5.073437828639284,-7.332355661071432,9.69864450107143,11.876916114657126,5.739380695892069,59.17714269512639
Addis_Ababa,mdl_5x,later_period,2023Q4,ftir_CalibrationSetId,11,26,2.23594182575397,4.14642906938964,0.404947794517731,0.419307645387154,1.561842601883146,2.797256943724086,3.62742294751235,6.885868888461536,7.077967776923074,8.234440175812978,4.280710833198988,60.47937724661263
Addis_Ababa,mdl_5x,later_period,2024Q1,ftir_CalibrationSetId,11,31,2.42463370413565,6.96258987683994,0.404947794517731,0.431325321518625,2.520419466153249,4.07948519277198,5.48254141108803,3.502446113064519,6.814878093709679,8.418901486736237,2.7353929009376996,40.138544862050324
Addis_Ababa,mdl_5x,later_period,2024Q2,ftir_CalibrationSetId,11,23,2.93608135081302,11.7351130556244,0.404947794517731,0.424033448767542,-0.7096711295795232,4.22986267435799,5.270233183121655,-9.286652296521737,11.050386286086956,13.271386108405624,6.820523611728967,61.72203790121238
Addis_Ababa,mdl_5x,later_period,2024Q3,ftir_CalibrationSetId,11,19,3.43072578969257,11.136414801705,0.404947794517731,1.43700224304556,1.8412190692867303,5.657134552477362,7.853334716595631,-9.959031398421052,11.833631153157894,15.507485819824256,6.176496600680532,52.19443229842674
Beijing,diagnostic,leave_quarter_out,2022Q3,ftir_CalibrationSetId,17,6,0.932718395317729,1.58687729757227,0.459100108602086,0.459100108602086,2.260466345366812,2.37147106381549,2.611639602892406,1.975507257166667,2.235789967166667,2.5316135122332195,-0.1356810966488231,-6.068597616115377
Beijing,diagnostic,leave_quarter_out,2023Q1,ftir_CalibrationSetId,11,14,-0.367697516444271,5.65963705476437,0.422302699997062,0.431100672913667,-5.510219857258649,7.094683249047405,11.030682496316928,-6.302029722642858,9.451072845214286,12.157313087860315,2.3563895961668813,24.93250908927318
Beijing,diagnostic,leave_quarter_out,2023Q1,ftir_CalibrationSetId,17,11,0.0456965079264879,3.43490264120989,0.459100108602086,0.46373748343645,-0.5058322665129519,2.662893701016373,3.4679661180530394,-2.9421140294545456,8.235898435999998,9.634512271010045,5.573004734983625,67.66723482921331
